SalePrice,LotFrontage,LotArea,OverallQual,MasVnrArea,YearBuilt,BsmtUnfSF,YearRemodAdd,TotalBsmtSF,BsmtFinSF1,1stFlrSF
0.173725871,0.215753425,0.034392017,0.555555556,0.063125,0.673913043,0.190496575,0.25,0.17806874,0.113926293,0.227168426
0.187612832,0.321917808,0.072939307,0.444444444,0,0.630434783,0.163955479,0.15,0.220949264,0.171332388,0.228086278
0.147340647,0.167808219,0.031059384,0.444444444,0,0.630434783,0.199058219,0.15,0.188216039,0.031715096,0.187241854
0.395778364,0.136986301,0.029717918,0.888888889,0.2575,0.963768116,0.554794521,0.916666667,0.286743044,0.080793763,0.325378614
0.284385502,0.092465753,0.053854963,0.666666667,0,0.949275362,0.035530822,0.883333333,0.234697218,0.239369242,0.271684259
0.298291904,0.215753425,0.045787469,0.777777778,0,0.971014493,0.698630137,0.933333333,0.271031097,0.004252303,0.303350161
0.108457159,0.04109589,0.014751455,0.333333333,0,0.347826087,0.315068493,0.966666667,0.120458265,0,0.092244149
0.127898903,0.154109589,0.030110542,0.444444444,0,0.68115942,0.082191781,0.266666667,0.156301146,0.13518781,0.142496558
0.110540203,0.106164384,0.023090047,0.555555556,0,0.449275362,0.349315068,0,0.133551555,0,0.110601193
0.104291071,0.304794521,0.033522634,0.444444444,0,0.65942029,0,0.216666667,0.133551555,0.018426648,0.110601193
0.486182475,0.160958904,0.228895277,0.888888889,0,0.789855072,0.01369863,0.616666667,0.301472995,0.320694543,0.346030289
0.132064991,0.133561644,0.027268691,0.444444444,0,0.601449275,0,0.083333333,0.062847791,0.068036853,0.235429096
0.20219414,0.270547945,0.041482624,0.555555556,0.17,0.666666667,0.400256849,0.233333333,0.233224223,0.08681786,0.250344195
0.191084572,0.010273973,0.006286662,0.777777778,0.285,0.920289855,0.137414384,0.833333333,0.158756137,0.114989369,0.148921524
0.224413276,0.232876712,0.048353549,0.666666667,0,0.956521739,0.368150685,0.9,0.140752864,0,0.120697568
0.560866546,0.154109589,0.057874687,1,0.644375,0.971014493,0.60359589,0.933333333,0.230769231,0,0.250573658
0.124982641,0.133561644,0.027577181,0.444444444,0,0.724637681,0.063356164,0.366666667,0.127659574,0.111977321,0.102340523
0.170948479,0.143835616,0.055023487,0.555555556,0,0.956521739,0.092893836,0.9,0.189525368,0.166725726,0.189077559
0.091792807,0.133561644,0.027577181,0.444444444,0,0.347826087,0.226883562,0.766666667,0.086743044,0,0.056677375
0.232745452,0.078767123,0.024034214,0.777777778,0.11125,0.971014493,0.57619863,0.933333333,0.224222586,0.004252303,0.237723726
0.145951951,0.099315068,0.042066886,0.666666667,0,0.355072464,0.246575342,0,0.094271686,0,0.130335016
0.391751146,0.188356164,0.038752951,0.777777778,0.215,0.956521739,0.489297945,0.916666667,0.187070376,0,0.185635613
0.265379808,0.174657534,0.043772932,0.666666667,0.104375,0.949275362,0.188356164,0.883333333,0.237806874,0.179482636,0.2627352
0.06263019,0.089041096,0.015461918,0.333333333,0,0.528985507,0.319777397,0,0.122258592,0,0.094768242
0.263991112,0.205479452,0.06680689,0.666666667,0,0.586956522,0.300085616,0.05,0.213420622,0.106839121,0.222579165
0.290376337,0.253424658,0.05772979,0.666666667,0.696875,0.731884058,0.146832192,0.383333333,0.363829787,0.333097094,0.433455714
0.131370643,0.164383562,0.029442146,0.333333333,0,0.797101449,0.119863014,0.933333333,0.138297872,0.100106308,0.117255622
0.208443272,0.181506849,0.041323705,0.666666667,0.025,0.913043478,0.356164384,0.8,0.136170213,0,0.126434144
0.152756562,0.219178082,0.041599477,0.444444444,0.065,0.594202899,0.172945205,0.883333333,0.177741408,0.056697378,0.172556218
0.100680461,0.133561644,0.020986702,0.222222222,0,0.311594203,0.359589041,0,0.137479542,0,0.116108307
0.077905846,0,0.001383533,0.333333333,0,0.731884058,0,0.383333333,0.075613748,0.081856839,0.044056907
0.127898903,0.099315068,0.034284512,0.444444444,0,0.550724638,0.126284247,0.85,0.109983633,0.059532247,0.169343736
0.141091515,0.174657534,0.044301105,0.333333333,0,0.695652174,0.756849315,0.3,0.289361702,0,0.329050023
0.104291071,0.133561644,0.04272126,0.444444444,0,0.275362319,0.188356164,0.516666667,0.072013093,0,0.079853144
0.220247188,0.270547945,0.054686952,0.555555556,0.36,0.695652174,0.191780822,0.3,0.146644845,0.079376329,0.194584672
0.164699347,0.037671233,0.014957115,0.555555556,0.276875,0.913043478,0.015410959,0.8,0.202454992,0.212792346,0.230151446
0.291765033,0.195205479,0.041627521,0.777777778,0.2925,0.97826087,0.654965753,0.95,0.255810147,0.005846917,0.282010096
0.127204555,0.202054795,0.035485756,0.444444444,0.04125,0.637681159,0.455907534,0.166666667,0.174304419,0,0.167737494
0.312595473,0.342465753,0.06898502,0.777777778,0.1775,0.862318841,0.551369863,0.7,0.210801964,0,0.221890776
0.193167616,0.345890411,0.049596859,0.555555556,0,0.963768116,0.292808219,0.916666667,0.111947627,0,0.08031207
0.179975003,0.065068493,0.012391035,0.555555556,0.0475,0.992753623,0.261986301,0.983333333,0.100163666,0,0.06379073
0.06957367,0.287671233,0.033513286,0.222222222,0,0.311594203,0.43364726,0.533333333,0.165793781,0,0.155805415
0.123177336,0.133561644,0.031643647,0.333333333,0,0.884057971,0.172089041,0.75,0.16202946,0.104181432,0.150527765
0.104152201,0.133561644,0.027577181,0.333333333,0,0.565217391,0,0,0,0,0.162000918
0.088459936,0.219178082,0.033653509,0.444444444,0.126875,0.644927536,0.271832192,0.183333333,0.20212766,0.106307583,0.206746214
0.178586307,0.202054795,0.056369628,0.444444444,0,0.355072464,0.069777397,0.933333333,0.143371522,0.126328845,0.144561726
0.137480905,0.133561644,0.027577181,0.555555556,0,0.275362319,0.071917808,0.8,0.198690671,0.185329554,0.21248279
0.235870018,0.164383562,0.03756573,0.555555556,0,0.905797101,0.075342466,0.783333333,0.134860884,0.11481219,0.131023405
0.248715456,0.195205479,0.041898619,0.666666667,0.114375,0.920289855,0.182363014,0.816666667,0.2599018,0.205882353,0.287746673
0.083113456,0.178082192,0.044969502,0.333333333,0.03,0.673913043,0.188356164,0.25,0.157119476,0.092133239,0.143643873
0.066796278,0.219178082,0.043585968,0.444444444,0,0.347826087,0.149828767,0,0.074959083,0.019135365,0.114960991
0.13060686,0.191780822,0.03748627,0.333333333,0,0.630434783,0.163099315,0.15,0.155482815,0.100815025,0.204451583
0.1987224,0.191780822,0.036953423,0.555555556,0.21,0.81884058,0.317208904,0.583333333,0.121276596,0,0.147544745
0.116739342,0.147260274,0.026726495,0.444444444,0,0.775362319,0,0.483333333,0,0,0.275585131
0.227746146,0.25,0.042543644,0.666666667,0,0.992753623,0.524828767,0.983333333,0.200654664,0,0.204681046
0.298708513,0.184931507,0.037743345,0.777777778,0.48,0.949275362,0.450770548,0.9,0.172340426,0,0.164983938
0.090404111,0.133561644,0.044403936,0.333333333,0,0.094202899,0.274400685,0.75,0.104909984,0,0.163607159
0.111234551,0.099315068,0.021968263,0.444444444,0,0.550724638,0.220890411,0,0.12913257,0.018426648,0.104405691
0.111234551,0.219178082,0.033653509,0.444444444,0,0.34057971,0.339469178,0.916666667,0.129787234,0,0.152134006
0.215386752,0.287671233,0.048849003,0.555555556,0.3,0.760869565,0.487585616,0.45,0.301800327,0.12491141,0.346489215
0.141646993,0.184931507,0.03844446,0.555555556,0,0.594202899,0.235445205,0.366666667,0.162684124,0.078667612,0.202386416
0.484752118,0.191780822,0.040501063,0.666666667,0.1375,0.97826087,0.119863014,0.95,0.206873977,0.174344437,0.217530978
0.311901125,0.136986301,0.027852953,0.555555556,0,0.528985507,0.044520548,0.866666667,0.168248773,0.137136782,0.252868288
0.195945008,0.044520548,0.00902101,0.555555556,0.705625,0.920289855,0.132705479,0.816666667,0.119312602,0.074238129,0.090637907
0.166782391,0.181506849,0.033821777,0.444444444,0,0.971014493,0.481592466,0.95,0.184124386,0,0.181505278
0.395917234,0.23630137,0.051770315,0.666666667,0,0.855072464,0.086900685,0.666666667,0.273813421,0.260453579,0.313217072
0.179266769,0.150684932,0.033471219,0.555555556,0,0.963768116,0.311643836,0.933333333,0.119148936,0,0.090408444
0.090404111,0.099315068,0.022248709,0.333333333,0,0.485507246,0.313356164,0,0.119803601,0,0.100504819
0.140397167,0.184931507,0.03815934,0.555555556,0.084375,0.623188406,0.218321918,0.133333333,0.176759411,0.100992204,0.17117944
0.165254826,0.116438356,0.030811657,0.555555556,0,0.876811594,0.38484589,0.716666667,0.196235679,0.053153792,0.198485544
0.202888488,0.092465753,0.073584332,0.555555556,0,0.775362319,0.583047945,0.8,0.222913257,0,0.287287747
0.068879322,0.133561644,0.02561406,0.555555556,0,0.456521739,0.012842466,0.533333333,0.085106383,0.08681786,0.042680128
0.072351062,0.116438356,0.014433616,0.444444444,0,0.420289855,0.238013699,0,0.109983633,0.020552799,0.116108307
0.166782391,0.164383562,0.029400079,0.555555556,0.16625,0.68115942,0.063356164,0.266666667,0.10801964,0.090715804,0.074804956
0.159838911,0.164383562,0.035864358,0.444444444,0.053125,0.623188406,0.176797945,0.683333333,0.16497545,0.100460666,0.164983938
0.265379808,0.229452055,0.06029587,0.666666667,0.193125,0.68115942,0.20505137,0.266666667,0.151227496,0.078844791,0.202386416
0.160880433,0.184931507,0.028455912,0.444444444,0,0.630434783,0.281678082,0.866666667,0.173977087,0.071757619,0.227856815
0.201499792,0.195205479,0.04223048,0.444444444,0,0.695652174,0.381421233,0.716666667,0.239116203,0.100992204,0.318265259
0.193167616,0.202054795,0.042534296,0.666666667,0.18,0.710144928,0.558219178,0.333333333,0.213420622,0,0.3093162
0.189001528,0.20890411,0.045665942,0.666666667,0.04375,0.84057971,0.81635274,0.65,0.312111293,0,0.372877467
0.270934592,0.178082192,0.036299049,0.777777778,0.2,0.920289855,0.143835616,0.833333333,0.164320786,0.118355776,0.153740248
0.273017636,0.150684932,0.066026315,0.555555556,0,0.905797101,0.045804795,0.783333333,0.15188216,0.14546421,0.136301056
0.111234551,0.167808219,0.043001706,0.333333333,0,0.717391304,0.184931507,0.35,0.141407529,0.07654146,0.12161542
0.312595473,0.195205479,0.048353549,0.666666667,0,0.963768116,0.185787671,0.916666667,0.283797054,0.230333097,0.321248279
0.182058047,0.171232877,0.033746991,0.444444444,0,0.579710145,0.172517123,0.033333333,0.14893617,0.089829908,0.132170721
0.234828496,0.195205479,0.04223048,0.666666667,0.114375,0.920289855,0.347174658,0.816666667,0.24386252,0.120304748,0.267783387
0.125121511,0.167808219,0.036457968,0.444444444,0.21,0.65942029,0.169520548,0.216666667,0.282815057,0.236002835,0.319871501
0.132064991,0.010273973,0.005711748,0.555555556,0.03125,0.956521739,0.415239726,0.933333333,0.158756137,0,0.145938504
0.097347591,0.102739726,0.022529155,0.444444444,0,0.427536232,0.216609589,0.716666667,0.117021277,0.037030475,0.124139514
0.147340647,0.143835616,0.028979411,0.666666667,0.075,0.956521739,0.171232877,0.916666667,0.176759411,0.120481928,0.17117944
0.120955423,0.339041096,0.042328636,0.444444444,0,0.746376812,0.108304795,0.416666667,0.158592471,0.126860383,0.145709041
0.468687682,0.294520548,0.058851574,0.777777778,0.2725,0.97826087,0.132705479,0.966666667,0.279869067,0.248051028,0.315741166
0.125121511,0.215753425,0.046927949,0.555555556,0,0.369565217,0.51369863,0,0.196399345,0,0.198715007
0.061241494,0.133561644,0.038795017,0.555555556,0,0.376811594,0.244863014,0,0.093617021,0,0.054612207
0.103596723,0.133561644,0.027577181,0.444444444,0,0.565217391,0,0,0,0,0.162000918
0.325788085,0.243150685,0.050026876,0.777777778,0.0525,0.992753623,0.331335616,1,0.126677578,0,0.100963745
0.305513123,0.270547945,0.052592956,0.666666667,0,0.956521739,0.329195205,0.916666667,0.162193126,0.039333806,0.150757228
0.395917234,0.386986301,0.084498352,0.666666667,0.285,0.963768116,0.571489726,0.933333333,0.227823241,0.01009922,0.242771914
0.524371615,0.304794521,0.057902732,0.888888889,0.415,0.949275362,0.238013699,0.9,0.257283142,0.180014174,0.284075264
0.257047632,0.253424658,0.05086354,0.666666667,0.14125,0.963768116,0.145547945,0.916666667,0.252209493,0.212792346,0.276961909
0.094847938,0.116438356,0.019631214,0.333333333,0,0.608695652,0.377568493,0.1,0.144353519,0,0.125745755
0.162616303,0.065068493,0.019163804,0.555555556,0,0.391304348,0.333476027,0.9,0.188052373,0.065556343,0.187012391
0.128593251,0.140410959,0.041160111,0.444444444,0,0.492753623,0.047945205,0.816666667,0.105400982,0.062189936,0.108765489
0.40372726,0.22260274,0.0432915,0.777777778,0.1875,0.97826087,0.125856164,0.95,0.258919804,0.228206945,0.29279486
0.206360228,0.140410959,0.03245694,0.666666667,0,0.956521739,0.359589041,0.9,0.137479542,0,0.116108307
0.250104152,0.410958904,0.142419781,0.555555556,0.07,0.637681159,0.188784247,0.166666667,0.176759411,0.113217576,0.303350161
0.283432857,0.078767123,0.018724439,0.666666667,0,0.833333333,0.151541096,0.616666667,0.174140753,0.087703756,0.167508031
0.177891959,0.202054795,0.041585454,0.555555556,0.306875,0.644927536,0.299657534,0.183333333,0.222913257,0.05102764,0.235888022
0.207054576,0.089041096,0.051957279,0.555555556,0.0825,0.826086957,0,0.6,0.262847791,0.247696669,0.302202845
0.288987641,0.215753425,0.052887424,0.555555556,0,0.565217391,0.310359589,0.85,0.196726678,0.084514529,0.418540615
0.244549368,0.260273973,0.040800206,0.555555556,0.1675,0.84057971,0.136986301,0.65,0.188379705,0.147236003,0.190454337
0.648433551,0.143835616,0.07536049,0.888888889,0.4675,0.985507246,0.133561644,0.983333333,0.362684124,0.337349398,0.435979807
0.090404111,0.133561644,0.033746991,0.444444444,0,0.369565217,0.414383562,0.933333333,0.158428805,0,0.145479578
0.229412582,0.113013699,0.029390731,0.666666667,0,0.347826087,0.188784247,0,0.129787234,0.062367116,0.130105553
0.118178031,0.133561644,0.036271004,0.444444444,0.06125,0.615942029,0,0.933333333,0,0,0.230839835
0.229273712,0.143835616,0.047329921,0.666666667,0,0.949275362,0.583047945,0.883333333,0.222913257,0,0.235888022
0.127898903,0.243150685,0.028689616,0.444444444,0,0.260869565,0.215753425,0.683333333,0.082487725,0,0.13813676
0.611165116,0.23630137,0.101194232,1,0,0.144927536,0.473886986,0.716666667,0.181178396,0,0.271684259
0.139008471,0.133561644,0.042581037,0.444444444,0,0.31884058,0.282534247,0.616666667,0.10801964,0,0.108765489
0.16447299,0.147260274,0.026726495,0.444444444,0.171875,0.775362319,0,0.483333333,0.177741408,0.192416726,0.20422212
0.348701569,0.068493151,0.016934259,0.777777778,0,0.934782609,0.188356164,0.866666667,0.260720131,0.204287739,0.288893988
0.388973754,0.167808219,0.043328893,0.777777778,0,0.434782609,0.238013699,0.733333333,0.139607201,0.052622254,0.278797614
0.218164144,0.160958904,0.036070018,0.666666667,0,0.920289855,0.372859589,0.816666667,0.234206219,0.099220411,0.251720973
0.132064991,0.010273973,0.005711748,0.666666667,0.03125,0.956521739,0.415239726,0.9,0.158756137,0,0.145938504
0.127898903,0.133561644,0.027483699,0.444444444,0,0.724637681,0.202910959,0.366666667,0.141407529,0.069099929,0.12161542
0.157755867,0.010273973,0.004580617,0.555555556,0,0.753623188,0.123715753,0.433333333,0.139934534,0.100283487,0.119550252
0.384629913,0.198630137,0.037934983,0.666666667,0.128125,0.97826087,0.256849315,0.95,0.282487725,0.199503898,0.319412575
0.277878072,0.523972603,0.112734581,0.777777778,0,0.333333333,0.059931507,0.666666667,0.222585925,0.18355776,0.235429096
0.095958895,0.243150685,0.019724696,0.555555556,0,0.289855072,0.323202055,0,0.123567921,0,0.136530519
0.333287043,0.188356164,0.038752951,0.777777778,0.16375,0.956521739,0.26755137,0.916666667,0.280360065,0.192771084,0.316429555
0.145951951,0.202054795,0.033868518,0.333333333,0,0.949275362,0.479880137,0.9,0.183469722,0,0.180587425
0.189695876,0.184931507,0.041248919,0.555555556,0,0.760869565,0.118150685,0.45,0.195744681,0.113571935,0.216842588
0.107068463,0.099315068,0.026642361,0.555555556,0,0.376811594,0,0,0.100981997,0.109319631,0.121844883
0.104291071,0.099315068,0.010283017,0.444444444,0,0.543478261,0.174657534,0,0.117839607,0.055279943,0.08857274
0.20219414,0.267123288,0.049316413,0.666666667,0,0.855072464,0.609589041,0.666666667,0.233060556,0,0.254245067
0.151367866,0.065068493,0.057832621,0.444444444,0,0.652173913,0.488013699,0.2,0.186579378,0,0.312528683
0.152895431,0.184931507,0.032484984,0.555555556,0.1625,0.666666667,0.130565068,0.233333333,0.178723404,0.139440113,0.173932997
0.087626719,0.157534247,0.02011732,0.444444444,0,0.384057971,0.169520548,0,0.141407529,0.082919915,0.12161542
0.209831968,0.212328767,0.042627778,0.555555556,0,0.992753623,0.503424658,0.983333333,0.198363339,0.006378455,0.201468564
0.302427441,0.174657534,0.034307883,0.666666667,0,0.992753623,0.033390411,0.983333333,0.147299509,0.145641389,0.137218908
0.168171087,0.075342466,0.05734184,0.444444444,0,0.891304348,0.117294521,0.75,0.16202946,0.126860383,0.150527765
0.138244688,0.174657534,0.040716072,0.444444444,0.04,0.615942029,0.303938356,0.766666667,0.17512275,0.06378455,0.206975677
0.243160672,0.150684932,0.033419804,0.666666667,0.16625,0.956521739,0.209760274,0.9,0.23502455,0.167611623,0.252868288
0.100124983,0.123287671,0.040225292,0.333333333,0,0.384057971,0.293664384,0,0.112274959,0,0.109224415
0.183780031,0.075342466,0.007992708,0.666666667,0.01,0.963768116,0.52739726,0.933333333,0.204255319,0.002834869,0.209729234
0.236078322,0.178082192,0.035943817,0.666666667,0,0.971014493,0.641267123,0.933333333,0.245171849,0,0.267094998
0.201360922,0.219178082,0.047558952,0.555555556,0,0.746376812,0.069777397,0.416666667,0.116693944,0.097448618,0.109453878
0.086238022,0.167808219,0.043001706,0.333333333,0,0.717391304,0.068493151,0.35,0.141407529,0.092841956,0.12161542
0.487918345,0.280821918,0.056893127,1,0.57625,0.949275362,1,0.883333333,0.391489362,0.009922041,0.47223497
0.107068463,0,0.001776157,0.444444444,0.08875,0.717391304,0.269691781,0.35,0.103109656,0,0.067921065
0.354256353,0.20890411,0.040430952,0.666666667,0.18125,0.891304348,0.273116438,0.75,0.196890344,0.100106308,0.20192749
0.098736287,0,0.002659562,0.555555556,0.079375,0.710144928,0.069349315,0.333333333,0.079050736,0.056874557,0.034189995
0.125121511,0.167808219,0.033751665,0.444444444,0,0.688405797,0.029965753,0.283333333,0.149263502,0.149184975,0.132629647
0.218858492,0.075342466,0.008796653,0.666666667,0.01,0.963768116,0.580907534,0.933333333,0.224713584,0.002834869,0.280174392
0.157061519,0.178082192,0.034868775,0.555555556,0.1375,0.630434783,0.511130137,0.15,0.195417349,0,0.197338229
0.511179003,0.523972603,0.064680175,0.777777778,0.31625,0.891304348,0.330907534,0.766666667,0.239279869,0.122076541,0.265259293
0.082766282,0,0.001776157,0.555555556,0.185625,0.724637681,0.206763699,0.366666667,0.079050736,0,0.034189995
0.129565338,0.184931507,0.043702821,0.444444444,0,0.753623188,0,0.433333333,0.146317512,0.032246634,0.128499312
0.075822802,0,0.001776157,0.555555556,0.3775,0.717391304,0.053510274,0.35,0.079050736,0.063430191,0.034189995
0.20913762,0.150684932,0.034929538,0.666666667,0.06125,0.956521739,0.595034247,0.9,0.231423895,0.004252303,0.247820101
0.393139842,0.246575342,0.050153077,0.777777778,0.15875,0.97826087,0.725171233,0.95,0.277250409,0,0.312069757
0.108457159,0.106164384,0.034779967,0.555555556,0,0.528985507,0.274400685,0,0.120294599,0.016654855,0.106470858
0.316067213,0.184931507,0.035990558,0.777777778,0.0225,0.985507246,0.20890411,0.966666667,0.256301146,0.190999291,0.282698486
0.104985419,0.065068493,0.012059174,0.444444444,0,0.528985507,0.152825342,0.783333333,0.112274959,0.058291991,0.122074346
0.061241494,0.143835616,0.017294164,0.444444444,0,0.202898551,0.231164384,0,0.088379705,0,0.127351996
0.118178031,0.184931507,0.04422632,0.555555556,0,0.782608696,0.267979452,0.5,0.102454992,0,0.067003212
0.286904597,0.202054795,0.042534296,0.666666667,0.06375,0.84057971,0.392123288,0.633333333,0.301963993,0.164599575,0.352914181
0.141785863,0.164383562,0.03665428,0.555555556,0,0.275362319,0.436643836,0,0.166939444,0,0.131711794
0.145951951,0.184931507,0.046787726,0.555555556,0,0.594202899,0.585188356,0.066666667,0.223731588,0,0.238871042
0.201499792,0.174657534,0.046820445,0.666666667,0.063125,0.949275362,0.359589041,0.883333333,0.137479542,0,0.116108307
0.057769754,0.116438356,0.018930099,0.222222222,0,0.492753623,0.311643836,0.266666667,0.119148936,0,0.223038091
0.277878072,0.078767123,0.01612564,0.777777778,0.300625,0.971014493,0,0.95,0.257446809,0.278703047,0.296236806
0.19177892,0.150684932,0.03302718,0.555555556,0,0.956521739,0.341609589,0.9,0.130605565,0,0.106470858
0.170948479,0.219178082,0.037626493,0.555555556,0.0675,0.666666667,0.193493151,0.683333333,0.21309329,0.047838412,0.222120239
0.152895431,0.167808219,0.033186099,0.444444444,0,0.615942029,0.167808219,0.116666667,0.215057283,0.16335932,0.224873795
0.270934592,0.154109589,0.034765945,0.666666667,0.18875,0.920289855,0.417380137,0.816666667,0.159574468,0,0.153969711
0.239688932,0.147260274,0.035013672,0.555555556,0,0.949275362,0.154537671,0.883333333,0.141407529,0.089121191,0.12161542
0.257047632,0.160958904,0.035121176,0.666666667,0.1125,0.971014493,0.115582192,0.933333333,0.262520458,0.236357193,0.291418082
0.273017636,0.202054795,0.052046087,0.666666667,0.1075,0.934782609,0.257705479,0.85,0.157610475,0.063961729,0.144332263
0.086238022,0.167808219,0.053294071,0.444444444,0,0.608695652,0,0.1,0,0,0.125745755
0.195945008,0.339041096,0.084115076,0.555555556,0.249375,0.652173913,0,0.2,0.222913257,0.119064493,0.240477283
0.334814609,0.164383562,0.038738928,0.777777778,0.16875,0.97826087,0.634417808,0.95,0.242553191,0,0.263423589
0.161227607,0.229452055,0.03351796,0.555555556,0.02875,0.760869565,0,0.75,0.082815057,0.089652729,0.201468564
0.132064991,0.099315068,0.019631214,0.444444444,0,0.413043478,0,0.85,0.151554828,0.041459957,0.135842129
0.052909318,0.030821918,0.018378555,0.444444444,0,0.384057971,0.29109589,0.9,0.111292962,0,0.098669114
0.19525066,0.195205479,0.050433523,0.555555556,0.13125,0.789855072,0.259417808,0.516666667,0.232733224,0.104181432,0.249655805
0.208443272,0.167808219,0.046306294,0.555555556,0,0.905797101,0.037671233,0.783333333,0.131260229,0.126506024,0.10738871
0.200805444,0.133561644,0.033186099,0.444444444,0,0.485507246,0.14640411,0.783333333,0.117839607,0.066973777,0.164754475
0.118872379,0.171232877,0.026174952,0.444444444,0,0.492753623,0.090753425,0.083333333,0.12111293,0.07140326,0.101881597
0.320927649,0.215753425,0.044067401,0.777777778,0,0.971014493,0.46875,0.933333333,0.179214403,0,0.174621386
0.286904597,0.178082192,0.176699619,0.666666667,0,0.594202899,0.04109589,0.916666667,0.226677578,0.040042523,0.236117485
0.354256353,0.243150685,0.048909767,0.777777778,0.2175,0.920289855,0.268835616,0.95,0.188543372,0.092841956,0.190454337
0.144563255,0.202054795,0.038795017,0.555555556,0.114375,0.623188406,0,0.633333333,0.20294599,0.109851169,0.297843047
0.124427163,0.188356164,0.032784127,0.444444444,0,0.797101449,0.115582192,0.533333333,0.133551555,0.096739901,0.110601193
0.236217192,0.116438356,0.027876323,0.666666667,0,0.384057971,0.407534247,0.95,0.155810147,0,0.141808169
0.230662408,0.369863014,0.036906682,0.666666667,0,0.949275362,0.667808219,0.883333333,0.255319149,0,0.281321707
